aracı	tahtadan	yapılmış	küçük
tahtadan	yapılmış	küçük	sepet
yapılmış	küçük	sepet	sedye
küçük	sepet	sedye	hasta
sepet	sedye	hasta	veya
sedye	hasta	veya	yaralı
hasta	veya	yaralı	taşımaya
veya	yaralı	taşımaya	yarayan
yaralı	taşımaya	yarayan	katlanab
taşımaya	yarayan	katlanab	a
yarayan	katlanab	a	amplitude
katlanab	a	amplitude	mod
a	amplitude	mod	ne
amplitude	mod	ne	dört
mod	ne	dört	yanıma
ne	dört	yanıma	baka
dört	yanıma	baka	baka
yanıma	baka	baka	ciğerlerim
baka	baka	ciğerlerim	çürümüştür
baka	ciğerlerim	çürümüştür	doktor
ciğerlerim	çürümüştür	doktor	hapı
çürümüştür	doktor	hapı	yuta
doktor	hapı	yuta	yuta
hapı	yuta	yuta	karyoladan
yuta	yuta	karyoladan	indirdiler
yuta	karyoladan	indirdiler	beyaz
karyoladan	indirdiler	beyaz	gömlek
indirdiler	beyaz	gömlek	giydirirler
beyaz	gömlek	giydirirler	dört
gömlek	giydirirler	dört	kolluya
giydirirler	dört	kolluya	bindirirler
dört	kolluya	bindirirler	gelmez
kolluya	bindirirler	gelmez	yola
bindirirler	gelmez	yola	gönderirler
gelmez	yola	gönderirler	döviz
yola	gönderirler	döviz	çevirici
gönderirler	döviz	çevirici	makedon
döviz	çevirici	makedon	dinarı
çevirici	makedon	dinarı	makedon
makedon	dinarı	makedon	dinarı
dinarı	makedon	dinarı	makedonya
makedon	dinarı	makedonya	nın
dinarı	makedonya	nın	resmi
makedonya	nın	resmi	para
nın	resmi	para	tercih
resmi	para	tercih	edilmektedir
para	tercih	edilmektedir	boy
tercih	edilmektedir	boy	geçiş
edilmektedir	boy	geçiş	turnikeleri
boy	geçiş	turnikeleri	fiyatları
geçiş	turnikeleri	fiyatları	her
turnikeleri	fiyatları	her	modelde
fiyatları	her	modelde	değişir
her	modelde	değişir	bunun
modelde	değişir	bunun	sebebi
değişir	bunun	sebebi	bazı
bunun	sebebi	bazı	modellerin
sebebi	bazı	modellerin	dört
bazı	modellerin	dört	kollu
modellerin	dört	kollu	bazı
dört	kollu	bazı	modellerin
kollu	bazı	modellerin	ise
bazı	modellerin	ise	üç
modellerin	ise	üç	kollu
ise	üç	kollu	olmasıdır
üç	kollu	olmasıdır	boy
kollu	olmasıdır	boy	geçiş
olmasıdır	boy	geçiş	turnikeleri
boy	geçiş	turnikeleri	fiyatları
geçiş	turnikeleri	fiyatları	hakkında
turnikeleri	fiyatları	hakkında	bilgi
fiyatları	hakkında	bilgi	ve
hakkında	bilgi	ve	teklif
bilgi	ve	teklif	için
ve	teklif	için	bize
teklif	için	bize	mail
için	bize	mail	sayesinde
bize	mail	sayesinde	geceleri
mail	sayesinde	geceleri	hoş
sayesinde	geceleri	hoş	bir
geceleri	hoş	bir	iç
hoş	bir	iç	aydınlatma
bir	iç	aydınlatma	da
iç	aydınlatma	da	sunuluyor
aydınlatma	da	sunuluyor	daha
da	sunuluyor	daha	üst
sunuluyor	daha	üst	sınıf
daha	üst	sınıf	hyundai
üst	sınıf	hyundai	modellerinde
sınıf	hyundai	modellerinde	de
hyundai	modellerinde	de	kullanılan
modellerinde	de	kullanılan	dört
de	kullanılan	dört	kollu
kullanılan	dört	kollu	spor
dört	kollu	spor	direksiyon
kollu	spor	direksiyon	simidi
spor	direksiyon	simidi	ise
direksiyon	simidi	ise	otonom
simidi	ise	otonom	araçlar
ise	otonom	araçlar	ve
otonom	araçlar	ve	motorsporlarından
araçlar	ve	motorsporlarından	izler
ve	motorsporlarından	izler	taşıyor
motorsporlarından	izler	taşıyor	segmentte
izler	taşıyor	segmentte	ilk
taşıyor	segmentte	ilk	defa
segmentte	ilk	defa	sunulan
ilk	defa	sunulan	kablosuz
defa	sunulan	kablosuz	şemse
sunulan	kablosuz	şemse	iskeleti
kablosuz	şemse	iskeleti	daima
şemse	iskeleti	daima	korunmuştur
iskeleti	daima	korunmuştur	bu
daima	korunmuştur	bu	sadâkat
korunmuştur	bu	sadâkat	içindeki
bu	sadâkat	içindeki	tam
sadâkat	içindeki	tam	zeminli
içindeki	tam	zeminli	yuvarlak
tam	zeminli	yuvarlak	dilimli
zeminli	yuvarlak	dilimli	yuvarlak
yuvarlak	dilimli	yuvarlak	yıldızlı
dilimli	yuvarlak	yıldızlı	dört
yuvarlak	yıldızlı	dört	kollu
yıldızlı	dört	kollu	beşgen
dört	kollu	beşgen	altıgen
kollu	beşgen	altıgen	sekizgen
beşgen	altıgen	sekizgen	gibi
altıgen	sekizgen	gibi	şemseleri
sekizgen	gibi	şemseleri	görmekteyiz
gibi	şemseleri	görmekteyiz	anadolu
şemseleri	görmekteyiz	anadolu	beylikleri
görmekteyiz	anadolu	beylikleri	ve
anadolu	beylikleri	ve	erken
beylikleri	ve	erken	osmanlı
ve	erken	osmanlı	devirlerinde
erken	osmanlı	devirlerinde	de
osmanlı	devirlerinde	de	aynı
devirlerinde	de	aynı	söz
de	aynı	söz	edebilmek
aynı	söz	edebilmek	mümkün
söz	edebilmek	mümkün	değildir
edebilmek	mümkün	değildir	basın
mümkün	değildir	basın	yüzde
değildir	basın	yüzde	oy
basın	yüzde	oy	aldığı
yüzde	oy	aldığı	için
oy	aldığı	için	her
aldığı	için	her	şeyi
için	her	şeyi	yapabileceğine
her	şeyi	yapabileceğine	inanan
şeyi	yapabileceğine	inanan	bir
yapabileceğine	inanan	bir	iktidar
inanan	bir	iktidar	tarafından
bir	iktidar	tarafından	dört
iktidar	tarafından	dört	kollu
tarafından	dört	kollu	saldırıyla
dört	kollu	saldırıyla	karşı
kollu	saldırıyla	karşı	karşıya
saldırıyla	karşı	karşıya	kalmıştır
karşı	karşıya	kalmıştır	gazeteciler
karşıya	kalmıştır	gazeteciler	sarayın
kalmıştır	gazeteciler	sarayın	ve
gazeteciler	sarayın	ve	hükûmetin
sarayın	ve	hükûmetin	baskısı
ve	hükûmetin	baskısı	yüzünden
hükûmetin	baskısı	yüzünden	nefes
baskısı	yüzünden	nefes	dahi
yüzünden	nefes	dahi	alamamaktadır
nefes	dahi	alamamaktadır	bireyler
dahi	alamamaktadır	bireyler	olabilme
alamamaktadır	bireyler	olabilme	yeteneği
bireyler	olabilme	yeteneği	herkes
olabilme	yeteneği	herkes	için
yeteneği	herkes	için	insani
herkes	için	insani	gelişmenin
için	insani	gelişmenin	temelidir
insani	gelişmenin	temelidir	rapor
gelişmenin	temelidir	rapor	insani
temelidir	rapor	insani	gelişmeye
rapor	insani	gelişmeye	ulaşmak
insani	gelişmeye	ulaşmak	için
gelişmeye	ulaşmak	için	dört
ulaşmak	için	dört	kollu
için	dört	kollu	bir
dört	kollu	bir	politika
kollu	bir	politika	önermesinde
bir	politika	önermesinde	bulunuyor
politika	önermesinde	bulunuyor	bunlar
önermesinde	bulunuyor	bunlar	dışlanmışlara
bulunuyor	bunlar	dışlanmışlara	ulaşmak
bunlar	dışlanmışlara	ulaşmak	için
dışlanmışlara	ulaşmak	için	evrensel
ulaşmak	için	evrensel	politikalar
için	evrensel	politikalar	geliştirmek
evrensel	politikalar	geliştirmek	özel
politikalar	geliştirmek	özel	free
geliştirmek	özel	free	lois
özel	free	lois	mcmaster
free	lois	mcmaster	bujold
lois	mcmaster	bujold	kronolojik
mcmaster	bujold	kronolojik	sıralamaya
bujold	kronolojik	sıralamaya	göre
kronolojik	sıralamaya	göre	vorkosigan
sıralamaya	göre	vorkosigan	saga
göre	vorkosigan	saga	evreninin
vorkosigan	saga	evreninin	ilk
saga	evreninin	ilk	kitabı
evreninin	ilk	kitabı	olan
ilk	kitabı	olan	eserde
kitabı	olan	eserde	dört
olan	eserde	dört	kollu
eserde	dört	kollu	tür
dört	kollu	tür	quaddielerin
kollu	tür	quaddielerin	kendilerini
tür	quaddielerin	kendilerini	insandan
quaddielerin	kendilerini	insandan	aşağı
kendilerini	insandan	aşağı	bir
insandan	aşağı	bir	tür
aşağı	bir	tür	olarak
bir	tür	olarak	sınıflayan
tür	olarak	sınıflayan	yasalara
olarak	sınıflayan	yasalara	ve
sınıflayan	yasalara	ve	kölelik
yasalara	ve	kölelik	sistemine
ve	kölelik	sistemine	karşı
kölelik	sistemine	karşı	derdin
sistemine	karşı	derdin	tasan
karşı	derdin	tasan	kalmadıysa
derdin	tasan	kalmadıysa	eğer
tasan	kalmadıysa	eğer	seni
kalmadıysa	eğer	seni	tahtırevanla
eğer	seni	tahtırevanla	taşırlar
seni	tahtırevanla	taşırlar	der
tahtırevanla	taşırlar	der	ama
taşırlar	der	ama	dikkat
der	ama	dikkat	et
ama	dikkat	et	o
dikkat	et	o	tahtırevan
et	o	tahtırevan	dört
o	tahtırevan	dört	kollu
tahtırevan	dört	kollu	olur
dört	kollu	olur	seni
kollu	olur	seni	dört
olur	seni	dört	kolluyla
seni	dört	kolluyla	dertsiz
dört	kolluyla	dertsiz	tasasız
kolluyla	dertsiz	tasasız	yere
dertsiz	tasasız	yere	götürüyorlar
tasasız	yere	götürüyorlar	yani
yere	götürüyorlar	yani	şunu
götürüyorlar	yani	şunu	diyor
yani	şunu	diyor	babam
şunu	diyor	babam	hayatta
diyor	babam	hayatta	derdin
babam	hayatta	derdin	olacak
hayatta	derdin	olacak	tasan
derdin	olacak	tasan	olacak
olacak	tasan	olacak	gayen
tasan	olacak	gayen	olacak
olacak	gayen	olacak	en
gayen	olacak	en	gidecek
olacak	en	gidecek	olduğumuz
en	gidecek	olduğumuz	caminin
gidecek	olduğumuz	caminin	önünde
olduğumuz	caminin	önünde	bulunan
caminin	önünde	bulunan	namazımızı
önünde	bulunan	namazımızı	kılmak
bulunan	namazımızı	kılmak	üzere
namazımızı	kılmak	üzere	bizi
kılmak	üzere	bizi	yatıracakları
üzere	bizi	yatıracakları	mermerden
bizi	yatıracakları	mermerden	tablet
yatıracakları	mermerden	tablet	dört
mermerden	tablet	dört	kollu
tablet	dört	kollu	bineğimizin
dört	kollu	bineğimizin	ilk
kollu	bineğimizin	ilk	durağı
bineğimizin	ilk	durağı	asıl
ilk	durağı	asıl	yazılışı
durağı	asıl	yazılışı	milad
asıl	yazılışı	milad	arapça
yazılışı	milad	arapça	kökenli
milad	arapça	kökenli	bir
arapça	kökenli	bir	kelime
kökenli	bir	kelime	veled
bir	kelime	veled	kelimesinden
kelime	veled	kelimesinden	gelmekte
veled	kelimesinden	gelmekte	milad
kelimesinden	gelmekte	milad	çocuk
gelmekte	milad	çocuk	bedenleri
milad	çocuk	bedenleri	birbirinin
çocuk	bedenleri	birbirinin	içine
bedenleri	birbirinin	içine	geçmiş
birbirinin	içine	geçmiş	kolları
içine	geçmiş	kolları	aşağıda
geçmiş	kolları	aşağıda	sarkık
kolları	aşağıda	sarkık	simetrik
aşağıda	sarkık	simetrik	bir
sarkık	simetrik	bir	şekilde
simetrik	bir	şekilde	sırt
bir	şekilde	sırt	üstü
şekilde	sırt	üstü	yatmaktadırlar
sırt	üstü	yatmaktadırlar	sanki
üstü	yatmaktadırlar	sanki	dört
yatmaktadırlar	sanki	dört	kollu
sanki	dört	kollu	tek
dört	kollu	tek	bir
kollu	tek	bir	insan
tek	bir	insan	gibidirler
bir	insan	gibidirler	sanki
insan	gibidirler	sanki	örtüşen
gibidirler	sanki	örtüşen	kaderleri
sanki	örtüşen	kaderleri	gibi
örtüşen	kaderleri	gibi	tek
kaderleri	gibi	tek	bir
gibi	tek	bir	bedende
tek	bir	bedende	vücut
bir	bedende	vücut	bulmuş
bedende	vücut	bulmuş	iki
vücut	bulmuş	iki	insandırlar
bulmuş	iki	insandırlar	sanki
iki	insandırlar	sanki	masanın
insandırlar	sanki	masanın	eskiler
sanki	masanın	eskiler	kırk
masanın	eskiler	kırk	gün
eskiler	kırk	gün	çilehanelere
kırk	gün	çilehanelere	girerlerdi
gün	çilehanelere	girerlerdi	sen
çilehanelere	girerlerdi	sen	bir
girerlerdi	sen	bir	tabuta
sen	bir	tabuta	gir
bir	tabuta	gir	de
tabuta	gir	de	göre
gir	de	göre	bakalım
de	göre	bakalım	korkmadım
göre	bakalım	korkmadım	canlı
bakalım	korkmadım	canlı	canlı
korkmadım	canlı	canlı	girdim
canlı	canlı	girdim	tabuta
canlı	girdim	tabuta	dört
girdim	tabuta	dört	kollu
tabuta	dört	kollu	ile
dört	kollu	ile	mezarlığa
kollu	ile	mezarlığa	gitmeden
ile	mezarlığa	gitmeden	yeniden
mezarlığa	gitmeden	yeniden	doğuşu
gitmeden	yeniden	doğuşu	gördüm
yeniden	doğuşu	gördüm	ölmeden
doğuşu	gördüm	ölmeden	evvel
gördüm	ölmeden	evvel	ölümü
ölmeden	evvel	ölümü	gördüm
evvel	ölümü	gördüm	hayat
ölümü	gördüm	hayat	felsefem
gördüm	hayat	felsefem	değişti
hayat	felsefem	değişti	insanlığı
felsefem	değişti	insanlığı	olmuyor
değişti	insanlığı	olmuyor	daha
insanlığı	olmuyor	daha	yasindaym
olmuyor	daha	yasindaym	senelik
daha	yasindaym	senelik	evliyim
yasindaym	senelik	evliyim	teknoloji
senelik	evliyim	teknoloji	taşınmaz
evliyim	teknoloji	taşınmaz	malları
teknoloji	taşınmaz	malları	sayınız
taşınmaz	malları	sayınız	desem
malları	sayınız	desem	evlerle
sayınız	desem	evlerle	toprağı
desem	evlerle	toprağı	tek
evlerle	toprağı	tek	sayarsınız
toprağı	tek	sayarsınız	dört
tek	sayarsınız	dört	kolluya
sayarsınız	dört	kolluya	cansız
dört	kolluya	cansız	yatıp
kolluya	cansız	yatıp	giderken
cansız	yatıp	giderken	bir
yatıp	giderken	bir	gömleği
giderken	bir	gömleği	bile
bir	gömleği	bile	taşımazsınız
gömleği	bile	taşımazsınız	çalışmak
bile	taşımazsınız	çalışmak	kazanmak
taşımazsınız	çalışmak	kazanmak	elbette
çalışmak	kazanmak	elbette	gerek
kazanmak	elbette	gerek	sorumluluklar
elbette	gerek	sorumluluklar	var
gerek	sorumluluklar	var	yeni
sorumluluklar	var	yeni	kuşağa
var	yeni	kuşağa	vakkas
yeni	kuşağa	vakkas	allah
kuşağa	vakkas	allah	sizi
vakkas	allah	sizi	bildiği
allah	sizi	bildiği	gibi
sizi	bildiği	gibi	yapsın
bildiği	gibi	yapsın	gün
gibi	yapsın	gün	gelecek
yapsın	gün	gelecek	o
gün	gelecek	o	ambulanslar
gelecek	o	ambulanslar	sizi
o	ambulanslar	sizi	de
ambulanslar	sizi	de	taşıyacak
sizi	de	taşıyacak	o
de	taşıyacak	o	sırça
taşıyacak	o	sırça	kosklerinizden
o	sırça	kosklerinizden	inip
sırça	kosklerinizden	inip	dört
kosklerinizden	inip	dört	kolluya
inip	dört	kolluya	bineceksiniz
dört	kolluya	bineceksiniz	n
kolluya	bineceksiniz	n	olur
bineceksiniz	n	olur	biraz
n	olur	biraz	duyarlı
olur	biraz	duyarlı	olsanız
biraz	duyarlı	olsanız	n
duyarlı	olsanız	n	olur
olsanız	n	olur	taraklı
n	olur	taraklı	da
olur	taraklı	da	doğalgaz
taraklı	da	doğalgaz	seferberliği
da	doğalgaz	seferberliği	toz
doğalgaz	seferberliği	toz	kalkmasın
seferberliği	toz	kalkmasın	diye
toz	kalkmasın	diye	merhabalar
kalkmasın	diye	merhabalar	mevcut
diye	merhabalar	mevcut	tesisimizde
merhabalar	mevcut	tesisimizde	bulunan
mevcut	tesisimizde	bulunan	bir
tesisimizde	bulunan	bir	paketleme
bulunan	bir	paketleme	makinası
bir	paketleme	makinası	üzerinde
paketleme	makinası	üzerinde	değişiklik
makinası	üzerinde	değişiklik	yapmak
üzerinde	değişiklik	yapmak	istiyorum
değişiklik	yapmak	istiyorum	torba
yapmak	istiyorum	torba	dört
istiyorum	torba	dört	kollu
torba	dört	kollu	kancalara
dört	kollu	kancalara	takılı
kollu	kancalara	takılı	ve
kancalara	takılı	ve	her
takılı	ve	her	kancada
ve	her	kancada	bir
her	kancada	bir	adet
kancada	bir	adet	loadcell
bir	adet	loadcell	var
adet	loadcell	var	loadcellerden
loadcell	var	loadcellerden	transmitter
var	loadcellerden	transmitter	aracılığı
loadcellerden	transmitter	aracılığı	ile
transmitter	aracılığı	ile	aldığım
aracılığı	ile	aldığım	bilgiyi
ile	aldığım	bilgiyi	gemo
aldığım	bilgiyi	gemo	yorgun
bilgiyi	gemo	yorgun	ve
gemo	yorgun	ve	ketum
yorgun	ve	ketum	yüreği
ve	ketum	yüreği	konuştu
ketum	yüreği	konuştu	dili
yüreği	konuştu	dili	yerine
konuştu	dili	yerine	anlamadım
dili	yerine	anlamadım	anlaşamadım
yerine	anlamadım	anlaşamadım	vay
anlamadım	anlaşamadım	vay	be
anlaşamadım	vay	be	hırsa
vay	be	hırsa	bak
be	hırsa	bak	adam
hırsa	bak	adam	hırsından
bak	adam	hırsından	öldü
adam	hırsından	öldü	hiç
hırsından	öldü	hiç	korkmadı
öldü	hiç	korkmadı	dört
hiç	korkmadı	dört	kolludan
korkmadı	dört	kolludan	sözünden
dört	kolludan	sözünden	dönmedi
kolludan	sözünden	dönmedi	nede
sözünden	dönmedi	nede	hırsından
dönmedi	nede	hırsından	doğrumu
nede	hırsından	doğrumu	yanlışmı
hırsından	doğrumu	yanlışmı	bu
doğrumu	yanlışmı	bu	insan
yanlışmı	bu	insan	diye
bu	insan	diye	bakmadı
insan	diye	bakmadı	hem
diye	bakmadı	hem	beğendi
bakmadı	hem	beğendi	kadını
hem	beğendi	kadını	hemde
beğendi	kadını	hemde	kendine
kadını	hemde	kendine	parayı
hemde	kendine	parayı	ne
kendine	parayı	ne	yapsın
parayı	ne	yapsın	zaten
ne	yapsın	zaten	bir
yapsın	zaten	bir	karı
zaten	bir	karı	bir
bir	karı	bir	koca
karı	bir	koca	köroğlu
bir	koca	köroğlu	ayvaz
koca	köroğlu	ayvaz	fazla
köroğlu	ayvaz	fazla	açılmasınlar
ayvaz	fazla	açılmasınlar	zira
fazla	açılmasınlar	zira	kalbe
açılmasınlar	zira	kalbe	zarar
zira	kalbe	zarar	verir
kalbe	zarar	verir	maazallah
zarar	verir	maazallah	dört
verir	maazallah	dört	kolluya
maazallah	dört	kolluya	binerler
dört	kolluya	binerler	sonra
kolluya	binerler	sonra	da
binerler	sonra	da	hükûmet
sonra	da	hükûmet	çok
da	hükûmet	çok	para
hükûmet	çok	para	verdi
çok	para	verdi	bu
para	verdi	bu	yüzden
verdi	bu	yüzden	öldü
bu	yüzden	öldü	derler
yüzden	öldü	derler	ne
öldü	derler	ne	yapsan
derler	ne	yapsan	suç
ne	yapsan	suç	az
yapsan	suç	az	veriyorsun
suç	az	veriyorsun	geçinemiyoruz
az	veriyorsun	geçinemiyoruz	diyorlar
veriyorsun	geçinemiyoruz	diyorlar	genelde
geçinemiyoruz	diyorlar	genelde	adettendir
diyorlar	genelde	adettendir	çatışma
genelde	adettendir	çatışma	esnasında
adettendir	çatışma	esnasında	boynunu
çatışma	esnasında	boynunu	kaldırıp
esnasında	boynunu	kaldırıp	duygusal
boynunu	kaldırıp	duygusal	veya
kaldırıp	duygusal	veya	kahramanca
duygusal	veya	kahramanca	bir
veya	kahramanca	bir	şeyler
kahramanca	bir	şeyler	söyleyenleri
bir	şeyler	söyleyenleri	oracıkta
şeyler	söyleyenleri	oracıkta	dört
söyleyenleri	oracıkta	dört	kolluya
oracıkta	dört	kolluya	bindirirler
dört	kolluya	bindirirler	billy
kolluya	bindirirler	billy	russo
bindirirler	billy	russo	nun
billy	russo	nun	komadan
russo	nun	komadan	kurtulması
nun	komadan	kurtulması	dışında
komadan	kurtulması	dışında	tüm
kurtulması	dışında	tüm	tekrardan
dışında	tüm	tekrardan	kötü
tüm	tekrardan	kötü	adam
tekrardan	kötü	adam	olma
kötü	adam	olma	motivasyonu
adam	olma	motivasyonu	ve
olma	motivasyonu	ve	psikoloğun
motivasyonu	ve	psikoloğun	ve
ve	psikoloğun	ve	nut
psikoloğun	ve	nut	bu
ve	nut	bu	kuşları
nut	bu	kuşları	su
bu	kuşları	su	ve
kuşları	su	ve	meyve
su	ve	meyve	ile
ve	meyve	ile	besler
meyve	ile	besler	tevrat
ile	besler	tevrat	ta
besler	tevrat	ta	aden
tevrat	ta	aden	le
ta	aden	le	ilgili
aden	le	ilgili	sembolizme
le	ilgili	sembolizme	konu
ilgili	sembolizme	konu	olan
sembolizme	konu	olan	iki
konu	olan	iki	tür
olan	iki	tür	ağaç
iki	tür	ağaç	vardır
tür	ağaç	vardır	biri
ağaç	vardır	biri	dört
vardır	biri	dört	kollu
biri	dört	kollu	ırmağın
dört	kollu	ırmağın	aktığı
kollu	ırmağın	aktığı	aden
ırmağın	aktığı	aden	cennetinin
aktığı	aden	cennetinin	ortasındaki
aden	cennetinin	ortasındaki	yaşam
cennetinin	ortasındaki	yaşam	ağacı
ortasındaki	yaşam	ağacı	diğeri
yaşam	ağacı	diğeri	ise
ağacı	diğeri	ise	hakikat
diğeri	ise	hakikat	ağacıdır
ise	hakikat	ağacıdır	hakikat
hakikat	ağacıdır	hakikat	ağacı
ağacıdır	hakikat	ağacı	kişinin
hakikat	ağacı	kişinin	kontrole
ağacı	kişinin	kontrole	tabî
kişinin	kontrole	tabî	maddeler
kontrole	tabî	maddeler	dairesi
tabî	maddeler	dairesi	başkanı
maddeler	dairesi	başkanı	dengir
dairesi	başkanı	dengir	mir
başkanı	dengir	mir	mehmet
dengir	mir	mehmet	fırat
mir	mehmet	fırat	işid
mehmet	fırat	işid	vahşileri
fırat	işid	vahşileri	kobani
işid	vahşileri	kobani	yi
vahşileri	kobani	yi	düşürseydi
kobani	yi	düşürseydi	birileri
yi	düşürseydi	birileri	bugün
düşürseydi	birileri	bugün	dört
birileri	bugün	dört	kollu
bugün	dört	kollu	çiftetelli
dört	kollu	çiftetelli	oynuyordu
kollu	çiftetelli	oynuyordu	hala
çiftetelli	oynuyordu	hala	yüzleri
oynuyordu	hala	yüzleri	varsa
hala	yüzleri	varsa	gelip
yüzleri	varsa	gelip	halayımıza
varsa	gelip	halayımıza	katılabilirler
gelip	halayımıza	katılabilirler	akp
halayımıza	katılabilirler	akp	kurucularından
katılabilirler	akp	kurucularından	dengir
akp	kurucularından	dengir	mir
kurucularından	dengir	mir	mehmet
dengir	mir	mehmet	çocukluğumda
mir	mehmet	çocukluğumda	tuvalet
mehmet	çocukluğumda	tuvalet	sözcüğü
çocukluğumda	tuvalet	sözcüğü	pek
tuvalet	sözcüğü	pek	bilinmezdi
sözcüğü	pek	bilinmezdi	tuvalet
pek	bilinmezdi	tuvalet	zengin
bilinmezdi	tuvalet	zengin	kadınların
tuvalet	zengin	kadınların	balolarda
zengin	kadınların	balolarda	giydikleri
kadınların	balolarda	giydikleri	giysinin
balolarda	giydikleri	giysinin	adıydı
giydikleri	giysinin	adıydı	hacet
giysinin	adıydı	hacet	görülen
adıydı	hacet	görülen	o
hacet	görülen	o	yere
görülen	o	yere	ayakyolu
o	yere	ayakyolu	memişhane
yere	ayakyolu	memişhane	kenef
ayakyolu	memişhane	kenef	kademhane
memişhane	kenef	kademhane	apteshane
kenef	kademhane	apteshane	gibi
kademhane	apteshane	gibi	pek
apteshane	gibi	pek	çok
gibi	pek	çok	ad
pek	çok	ad	verilirdi
çok	ad	verilirdi	ya
ad	verilirdi	ya	da
verilirdi	ya	da	düpedüz
ya	da	düpedüz	hela
da	düpedüz	hela	denirdi
düpedüz	hela	denirdi	tuvalette
hela	denirdi	tuvalette	birlikte
denirdi	tuvalette	birlikte	mahsur
tuvalette	birlikte	mahsur	kaldıkları
birlikte	mahsur	kaldıkları	ortaya
mahsur	kaldıkları	ortaya	çıktı
kaldıkları	ortaya	çıktı	o
ortaya	çıktı	o	da
çıktı	o	da	sanki
o	da	sanki	tesadüf
da	sanki	tesadüf	olmasa
sanki	tesadüf	olmasa	gerek
tesadüf	olmasa	gerek	evde
olmasa	gerek	evde	tek
gerek	evde	tek	tuvalet
evde	tek	tuvalet	var
tek	tuvalet	var	onca
tuvalet	var	onca	insan
var	onca	insan	hacet
onca	insan	hacet	görecek
insan	hacet	görecek	göremiyorlar
hacet	görecek	göremiyorlar	eee
görecek	göremiyorlar	eee	sadete
göremiyorlar	eee	sadete	gel
eee	sadete	gel	dediğinizi
sadete	gel	dediğinizi	duyar
gel	dediğinizi	duyar	gibiyim
dediğinizi	duyar	gibiyim	bunlar
duyar	gibiyim	bunlar	orada
gibiyim	bunlar	orada	konuşmaya
bunlar	orada	konuşmaya	devam
orada	konuşmaya	devam	etmek
konuşmaya	devam	etmek	istemişler
devam	etmek	istemişler	gözlerden
etmek	istemişler	gözlerden	bu
istemişler	gözlerden	bu	haramdır
